Nd			Dg			Cq			Cc			H1			Sn
2143			1			2			1			80			1
3567			2			3			1.0			80			2
2146			2			3			1.0			80			2
2991			3			3			0.67			80			2
2422			1			2			1			80			1
3454			2			2			0			80			1
3349			1			2			1			80			1
3377			1			2			1			80			1
3145			1			2			1			80			1
3080			3			4			1.0			80			3
3757			3			4			1.0			80			3
3924			3			4			1.0			80			3
2172			2			3			1.0			80			2
3235			3			3			0.67			80			2
2325			1			2			1			80			1
2495			1			2			1			80			1
2659			3			4			1.0			80			3
2938			2			3			1.0			80			2
3097			3			4			1.0			80			3
3494			1			2			1			80			1
3794			3			4			1.0			80			3
3640			5			3			0.3			80			2
2175			3			3			0.67			80			2
2177			3			2			0			80			2
3546			1			2			1			80			1
2619			1			2			1			80			1
3371			1			2			1			80			1
2185			1			2			1			80			1
2186			1			2			1			80			1
2191			1			2			1			80			1
2952			3			3			0.33			80			2
2219			2			3			1.0			80			2
4028			1			2			1			80			1
2215			1			2			1			80			1
2220			1			2			1			80			1
2560			3			4			1.0			80			3
3085			3			4			1.0			80			3
3434			3			4			1.0			80			3
2225			2			3			1.0			80			2
3562			1			2			1			80			1
2423			1			2			1			80			1
2253			1			2			1			80			1
3710			1			2			1			80			1
2256			1			2			1			80			1
2257			3			4			1.0			80			3
3287			3			4			1.0			80			3
3109			4			4			0.5			80			3
2261			1			2			1			80			1
2428			2			3			1.0			80			2
3908			1			2			1			80			1
2280			1			2			1			80			1
2747			2			3			1.0			80			2
3393			1			2			1			80			1
3632			1			2			1			80			1
3544			1			2			1			80			1
2296			2			3			1.0			80			2
2331			6			5			0.47			80			4
2300			4			5			1.0			80			4
2794			4			5			1.0			80			4
3383			4			5			1.0			80			4
3737			4			5			1.0			80			4
2860			2			3			1.0			80			2
2312			2			3			1.0			80			2
2313			1			2			1			80			1
2314			1			2			1			80			1
2391			3			4			1.0			80			3
2315			4			4			0.83			80			3
2392			3			4			1.0			80			3
2317			2			3			1.0			80			2
2671			1			2			1			80			1
3423			3			4			1.0			80			3
2808			1			2			1			80			1
2916			1			2			1			80			1
2345			2			3			1.0			80			2
2539			2			3			1.0			80			2
2970			1			2			1			80			1
2354			1			2			1			80			1
2360			1			2			1			80			1
2361			3			4			1.0			80			3
2382			1			2			1			80			1
2401			1			2			1			80			1
2403			1			2			1			80			1
3508			1			2			1			80			1
2746			1			2			1			80			1
2410			1			2			1			80			1
3149			1			2			1			80			1
3889			3			4			1.0			80			3
2923			1			2			1			80			1
2436			1			2			1			80			1
2733			2			3			1.0			80			2
2766			2			3			1.0			80			2
2440			1			2			1			80			1
2442			1			2			1			80			1
2444			2			3			1.0			80			2
2445			1			2			1			80			1
3568			1			2			1			80			1
3400			3			4			1.0			80			3
3846			3			3			0.33			80			3
2547			1			2			1			80			1
2608			1			2			1			80			1
2915			3			3			0.33			80			2
3403			2			3			1.0			80			2
2792			3			3			0.33			80			2
2483			3			3			0.67			80			2
3628			2			3			1.0			80			2
2487			2			3			1.0			80			2
3312			3			3			0.33			80			2
2489			1			2			1			80			1
3807			2			3			1.0			80			2
2493			2			3			1.0			80			2
3382			1			2			1			80			1
2496			1			2			1			80			1
3043			2			3			1.0			80			2
4075			3			3			0.33			80			3
2694			2			3			1.0			80			2
3679			3			3			0.33			80			3
4051			1			2			1			80			1
4083			2			3			1.0			80			2
2534			3			4			1.0			80			3
3010			1			2			1			80			1
2537			4			3			0.33			80			3
3268			3			3			0.67			80			3
2541			1			2			1			80			1
3071			1			2			1			80			1
2873			1			2			1			80			1
3050			2			2			0			80			2
2564			1			2			1			80			1
2568			4			3			0.17			80			3
3134			3			3			0.33			80			3
2575			1			2			1			80			1
2582			1			2			1			80			1
2588			3			4			1.0			80			3
3906			4			4			0.67			80			3
2597			2			2			0			80			1
2599			1			2			1			80			1
2601			3			4			1.0			80			3
2713			3			4			1.0			80			3
3688			1			2			1			80			1
3061			2			2			0			80			1
2618			1			2			1			80			1
3221			3			3			0.67			80			3
2632			1			2			1			80			1
3712			1			2			1			80			1
3267			1			2			1			80			1
2654			3			3			0.33			80			3
3405			2			2			0			80			2
3498			2			3			1.0			80			2
2675			2			3			1.0			80			2
3273			3			4			1.0			80			3
3605			2			3			1.0			80			2
2683			1			2			1			80			1
2690			1			2			1			80			1
2695			1			2			1			80			1
3994			1			2			1			80			1
2701			1			2			1			80			1
3346			1			2			1			80			1
2706			1			2			1			80			1
2707			2			3			1.0			80			2
2716			1			2			1			80			1
2717			1			2			1			80			1
2718			1			2			1			80			1
3384			2			3			1.0			80			2
2739			1			2			1			80			1
2932			1			2			1			80			1
4003			2			3			1.0			81			2
2762			2			2			0			81			2
4072			1			2			1			81			1
2790			1			2			1			81			1
3200			1			2			1			81			1
3276			2			3			1.0			81			2
2798			2			3			1.0			81			2
2806			1			2			1			81			1
2809			2			3			1.0			81			2
2816			1			2			1			81			1
2823			2			3			1.0			81			2
2941			1			2			1			81			1
3864			2			3			1.0			81			2
2827			1			2			1			81			1
3108			1			2			1			81			1
2834			1			2			1			81			1
2844			3			4			1.0			81			3
3090			2			3			1.0			81			2
2849			1			2			1			81			1
2854			1			2			1			81			1
3653			5			4			0.3			81			3
4151			2			3			1.0			81			2
3259			2			3			1.0			81			2
3246			1			2			1			81			1
3529			1			2			1			81			1
3157			2			3			1.0			81			2
4039			2			3			1.0			81			2
3756			2			2			0			81			1
2896			1			2			1			81			1
3893			1			2			1			81			1
3820			2			3			1.0			81			2
3362			1			2			1			81			1
3224			2			3			1.0			81			2
3399			2			3			1.0			81			2
2926			1			2			1			81			1
2928			1			2			1			81			1
3738			1			2			1			81			1
2977			2			3			1.0			81			2
2989			1			2			1			81			1
2998			1			2			1			81			1
3046			3			4			1.0			81			3
3002			3			4			1.0			81			3
3008			1			2			1			81			1
3012			1			2			1			81			1
3317			1			2			1			81			1
3035			1			2			1			81			1
3623			1			2			1			81			1
3041			3			4			1.0			81			3
3048			2			3			1.0			81			2
3292			2			3			1.0			81			2
3054			1			2			1			81			1
3271			1			2			1			81			1
3900			1			2			1			81			1
3086			1			2			1			81			1
3089			2			3			1.0			81			2
3834			2			3			1.0			81			2
3237			1			2			1			81			1
3772			1			2			1			81			1
3836			1			2			1			81			1
3467			1			2			1			81			1
3427			1			2			1			81			1
3163			1			2			1			81			1
3750			2			3			1.0			81			2
3164			2			3			1.0			81			2
3167			1			2			1			81			1
3953			1			2			1			81			1
3881			1			2			1			81			1
3203			3			3			0.33			81			2
4014			2			3			1.0			81			2
3206			2			3			1.0			81			2
3227			1			2			1			81			1
3354			2			3			1.0			81			2
3823			1			2			1			81			1
4052			2			3			1.0			81			2
3786			1			2			1			81			1
3297			1			2			1			81			1
4005			1			2			1			81			1
3350			1			2			1			81			1
4131			1			2			1			81			1
3510			1			2			1			81			1
3803			2			3			1.0			81			2
4041			2			3			1.0			81			2
4094			1			2			1			81			1
3422			1			2			1			81			1
3435			1			2			1			81			1
3441			1			2			1			81			1
3445			1			2			1			81			1
3536			3			2			0			81			1
3452			1			2			1			81			1
3453			1			2			1			81			1
3613			1			2			1			81			1
3479			2			3			1.0			81			2
3520			1			2			1			81			1
3522			2			2			0			81			2
3903			3			3			0.33			81			2
3913			2			3			1.0			81			2
3601			2			3			1.0			81			2
4030			2			3			1.0			81			2
3851			1			2			1			81			1
4086			3			4			1.0			81			3
4090			3			4			1.0			81			3
4111			2			2			0			81			1
3796			1			2			1			81			1
3666			2			3			1.0			81			2
3832			2			3			1.0			81			2
3986			1			2			1			81			1
3780			1			2			1			81			1
3739			1			2			1			81			1
3989			1			2			1			81			1
4104			1			2			1			81			1
4010			1			2			1			81			1
3815			1			2			1			81			1
3858			1			2			1			81			1
3859			2			3			1.0			81			2
4019			1			2			1			81			1
4124			1			2			1			81			1
3975			1			2			1			81			1Nd			Dg			Cq			Cc			H1			Sn
19			4			4			0.5			3			3
1			6			4			0.33			5			3
1751			3			4			1.0			5			3
2408			5			4			0.4			5			3
3078			3			3			0.33			6			2
3609			4			4			0.67			6			3
3958			5			4			0.4			6			3
612			4			4			0.67			6			3
2			4			4			0.5			6			3
2405			1			2			1			6			1
3096			8			5			0.36			8			4
3696			4			4			0.67			8			3
222			6			6			0.73			9			5
3			5			6			1.0			11			5
743			21			6			0.13			14			5
1829			11			6			0.24			16			5
2036			22			6			0.13			21			5
2037			28			6			0.09			22			5
1742			4			5			1.0			22			4
4			4			5			1.0			22			4
3017			4			5			1.0			22			4
3928			4			5			1.0			22			4
4043			8			5			0.32			22			4
3230			4			3			0.17			22			2
5			1			2			1			22			1
98			48			44			0.88			43			43
6			49			44			0.83			48			43
118			55			44			0.7			53			43
190			17			8			0.43			54			9
251			56			44			0.65			56			43
351			47			44			0.92			60			43
437			65			44			0.54			62			43
471			45			44			0.99			65			43
530			49			44			0.86			66			43
674			54			44			0.7			66			43
675			6			4			0.33			66			5
738			45			43			0.92			67			42
740			43			44			1.0			67			43
1003			46			44			0.95			68			43
1065			68			44			0.47			68			43
1104			45			44			0.99			68			43
1267			56			44			0.68			68			43
1420			45			44			0.99			68			43
1554			68			44			0.49			69			43
1760			49			44			0.84			73			43
1784			45			44			0.99			77			43
1924			77			44			0.39			77			43
1943			48			44			0.88			77			43
1974			2			3			1.0			77			2
1995			57			44			0.66			77			43
2005			45			44			0.99			77			43
2212			46			44			0.95			77			43
2251			60			44			0.6			77			43
2277			62			44			0.58			77			43
2387			45			44			0.99			77			43
2754			66			44			0.49			77			43
2760			45			44			0.99			77			43
2954			22			8			0.3			77			9
2978			44			13			0.21			77			12
2985			47			44			0.91			77			43
3075			63			44			0.53			77			43
3175			45			44			0.99			77			43
3207			45			44			0.99			77			43
3284			45			44			0.99			77			43
3298			47			44			0.92			77			43
3348			81			44			0.36			77			43
3388			79			44			0.35			77			43
3419			67			44			0.5			77			43
3488			48			44			0.89			79			43
3614			77			44			0.36			79			43
3654			47			44			0.92			79			43
3715			53			44			0.73			79			43
3952			51			44			0.8			79			43
4012			56			44			0.68			79			43
4080			51			44			0.78			79			43
7			42			43			1.0			79			42
433			33			4			0.05			79			4
8			7			3			0.19			79			4
1063			11			5			0.25			79			4
1217			2			3			1.0			79			2
2044			11			3			0.05			79			3
2477			18			5			0.12			79			5
3799			4			4			0.67			79			4
4034			7			4			0.24			79			4
70			4			5			1.0			79			4
9			7			5			0.33			79			4
71			2			3			1.0			79			2
1801			8			5			0.43			79			4
3521			9			4			0.17			79			4
3719			4			5			1.0			79			4
3954			4			5			1.0			79			4
4081			8			4			0.18			79			4
775			4			3			0.17			79			2
10			2			3			1.0			79			2
2369			5			3			0.2			79			2
526			2			2			0			79			1
11			1			2			1			79			1
2681			6			4			0.27			79			3
12			1			2			1			79			1
1318			13			4			0.12			79			4
13			4			4			0.5			79			3
1413			7			4			0.29			79			3
1895			3			4			1.0			79			3
2710			14			4			0.11			79			4
1400			3			3			0.33			79			2
14			2			3			1.0			79			2
1822			13			4			0.18			79			4
865			10			5			0.18			79			4
15			2			3			1.0			79			2
3184			5			3			0.3			79			3
312			42			34			0.89			79			33
16			42			34			0.89			79			33
367			42			34			0.89			79			33
384			34			32			0.83			79			31
406			42			34			0.89			79			33
408			42			34			0.89			79			33
707			31			32			1.0			79			31
779			42			34			0.89			79			33
848			33			34			1.0			79			33
1025			42			34			0.89			79			33
1049			49			34			0.66			79			33
1170			42			34			0.89			79			33
1193			28			26			0.81			79			25
1227			42			34			0.89			79			33
1395			33			34			1.0			79			33
1486			31			32			1.0			79			31
1536			42			34			0.89			79			33
1560			41			34			0.9			79			33
1617			43			34			0.85			79			33
1946			42			34			0.89			79			33
1982			33			34			1.0			79			33
2234			31			32			1.0			79			31
2248			42			34			0.89			79			33
2281			42			34			0.89			79			33
2321			59			34			0.46			79			33
2322			33			34			1.0			79			33
2358			34			34			0.98			79			33
2430			41			34			0.9			79			33
2561			42			34			0.89			79			33
2777			42			34			0.89			79			33
2868			42			34			0.89			79			33
2907			36			32			0.75			79			31
2971			34			32			0.84			79			31
3028			31			32			1.0			79			31
3082			33			34			1.0			79			33
3124			42			34			0.89			79			33
3169			42			34			0.89			79			33
3288			37			34			0.84			79			33
3289			41			34			0.9			79			33
3379			31			32			1.0			79			31
3592			33			34			1.0			79			33
3790			34			34			0.98			79			33
3926			40			34			0.72			79			33
648			2			3			1.0			79			2
17			5			4			0.5			79			3
2554			3			4			1.0			79			3
2722			8			4			0.25			79			3
3245			10			4			0.22			79			3
3442			6			4			0.4			79			3
484			5			3			0.1			79			2
18			2			2			0			79			1
2365			1			2			1			79			1
340			10			5			0.29			79			5
20			4			4			0.5			79			3
531			1			2			1			79			1
2064			13			4			0.13			79			3
3982			8			4			0.29			79			3
920			12			5			0.2			79			4
21			1			2			1			79			1
127			6			4			0.33			79			3
22			8			4			0.29			79			3
796			6			4			0.27			79			3
1124			3			4			1.0			79			3
1526			4			4			0.5			79			3
2090			16			5			0.15			79			5
2324			2			3			1.0			79			2
2376			2			3			1.0			79			2
2613			12			5			0.32			79			5
23			1			2			1			79			1
1181			26			6			0.11			79			5
24			2			3			1.0			79			2
2173			10			4			0.18			79			5
498			17			7			0.21			79			6
25			4			4			0.5			79			3
1128			3			4			1.0			79			3
1307			3			3			0.33			79			3
2604			3			4			1.0			79			3
269			4			5			1.0			79			4
26			11			5			0.29			79			4
622			8			4			0.36			79			4
661			9			4			0.36			79			4
1034			12			5			0.21			79			4
1562			20			6			0.17			79			5
1917			5			5			0.7			79			4
1972			9			5			0.25			79			4
2221			30			5			0.08			79			5
2413			4			5			1.0			79			4
3171			5			5			0.7			79			4
4152			5			4			0.6			79			4
2698			4			5			1.0			79			4
27			6			5			0.4			79			4
2929			4			5			1.0			79			4
3074			6			5			0.47			79			4
3580			4			4			0.5			79			3
3835			7			5			0.29			79			4
3853			1			2			1			79			1
1344			8			5			0.36			79			4
28			4			5			1.0			79			4
2164			7			5			0.43			79			4
2693			4			5			1.0			79			4
2726			6			5			0.4			79			4
2366			4			3			0.33			79			2
29			2			3			1.0			79			2
1764			11			4			0.15			79			4
30			2			3			1.0			79			2
2650			5			4			0.4			79			4
594			10			3			0.07			79			4
31			2			3			1.0			79			2
2673			5			4			0.4			79			3
154			25			7			0.11			79			6
32			8			5			0.29			79			4
194			3			3			0.33			79			2
1555			9			5			0.33			79			4
1601			15			4			0.12			79			5
1980			4			5			1.0			79			4
2982			4			5			1.0			79			4
3300			2			3			1.0			79			2
3728			10			7			0.47			79			6
3126			16			6			0.28			79			5
33			3			4			1.0			79			3
3197			4			4			0.5			79			3
3771			26			6			0.14			79			5
845			5			3			0.1			79			3
34			1			2			1			79			1
44			17			18			1.0			79			17
35			17			18			1.0			79			17
68			17			18			1.0			79			17
170			17			18			1.0			79			17
290			17			18			1.0			79			17
627			18			18			0.89			79			17
739			17			18			1.0			79			17
1118			17			18			1.0			79			17
1321			17			18			1.0			79			17
2214			17			18			1.0			79			17
2768			17			18			1.0			79			17
2838			17			18			1.0			79			17
2847			17			18			1.0			79			17
2945			17			18			1.0			79			17
2997			17			18			1.0			79			17
3107			17			18			1.0			79			17
3604			37			21			0.49			79			20
3638			17			18			1.0			79			17
108			2			3			1.0			79			2
36			4			3			0.17			79			2
158			29			22			0.61			79			21
720			2			3			1.0			79			2
1291			3			3			0.33			79			2
1686			4			5			1.0			79			4
37			4			5			1.0			79			4
3662			11			5			0.25			79			5
3674			33			6			0.1			79			6
3686			14			9			0.38			79			8
3204			12			4			0.14			79			4
38			3			4			1.0			79			3
3209			5			4			0.6			79			3
3560			19			4			0.13			79			5
1206			2			3			1.0			79			2
39			2			3			1.0			79			2
1410			11			3			0.07			79			4
2120			6			4			0.33			79			3
40			2			3			1.0			79			2
2795			6			3			0.2			79			3
90			14			15			1.0			79			14
41			14			15			1.0			79			14
1083			14			15			1.0			79			14
1138			18			15			0.63			79			14
1296			14			15			1.0			79			14
1436			14			15			1.0			79			14
1437			14			15			1.0			79			14
1469			14			15			1.0			79			14
1513			24			15			0.36			79			14
1542			14			15			1.0			79			14
2606			14			15			1.0			79			14
2635			14			15			1.0			79			14
3112			14			15			1.0			79			14
3128			14			15			1.0			79			14
3942			14			15			1.0			79			14
580			13			4			0.21			79			4
42			6			4			0.4			79			4
1341			4			4			0.83			79			4
2099			16			7			0.25			79			6
3789			16			4			0.1			79			5
3848			5			4			0.7			79			4
3884			11			5			0.35			79			4
43			7			4			0.29			79			4
1662			7			5			0.43			79			4
2145			10			3			0.13			79			4
2966			8			4			0.29			79			4
3038			4			4			0.5			79			3
3486			3			4			1.0			79			3
67			13			7			0.46			79			9
45			30			8			0.24			79			9
286			6			7			1.0			79			6
385			2			3			1.0			79			2
473			24			8			0.36			79			9
474			3			4			1.0			79			3
918			7			8			1.0			79			7
1092			27			9			0.28			79			9
1357			14			7			0.26			79			8
1372			7			6			0.62			79			5
1514			21			7			0.23			79			9
1945			9			7			0.75			79			7
2264			23			6			0.11			79			5
2367			14			9			0.43			79			8
2555			6			7			1.0			79			6
2628			20			6			0.13			79			5
2919			8			5			0.43			79			4
3328			15			6			0.22			79			9
3579			30			9			0.18			79			9
3664			18			8			0.41			79			9
3744			22			9			0.39			79			9
3838			6			6			0.73			79			5
3939			8			4			0.25			79			3
3997			5			6			1.0			79			5
1951			15			4			0.08			79			4
46			1			2			1			79			1
1347			2			3			1.0			79			2
47			4			3			0.33			79			2
1629			2			3			1.0			79			2
2538			8			5			0.39			79			4Nd			Dg			Cq			Cc			H1			Sn
19			4			4			0.5			3			3
1			6			4			0.33			5			3
1751			3			4			1.0			5			3
2408			5			4			0.4			5			3
3078			3			3			0.33			6			2
3609			4			4			0.67			6			3
3958			5			4			0.4			6			3
612			4			4			0.67			6			3
2			4			4			0.5			6			3
2405			1			2			1			6			1
3096			8			5			0.36			8			4
3696			4			4			0.67			8			3
222			6			6			0.73			9			5
3			5			6			1.0			11			5
743			21			6			0.13			14			5
1829			11			6			0.24			16			5
2036			22			6			0.13			21			5
2037			28			6			0.09			22			5
1742			4			5			1.0			22			4
4			4			5			1.0			22			4
3017			4			5			1.0			22			4
3928			4			5			1.0			22			4
4043			8			5			0.32			22			4
3230			4			3			0.17			22			2
5			1			2			1			22			1
98			48			44			0.88			43			43
6			49			44			0.83			48			43
118			55			44			0.7			53			43
190			17			8			0.43			54			9
251			56			44			0.65			56			43
351			47			44			0.92			60			43
437			65			44			0.54			62			43
471			45			44			0.99			65			43
530			49			44			0.86			66			43
674			54			44			0.7			66			43
675			6			4			0.33			66			5
738			45			43			0.92			67			42
740			43			44			1.0			67			43
1003			46			44			0.95			68			43
1065			68			44			0.47			68			43
1104			45			44			0.99			68			43
1267			56			44			0.68			68			43
1420			45			44			0.99			68			43
1554			68			44			0.49			69			43
1760			49			44			0.84			73			43
1784			45			44			0.99			77			43
1924			77			44			0.39			77			43
1943			48			44			0.88			77			43
1974			2			3			1.0			77			2
1995			57			44			0.66			77			43
2005			45			44			0.99			77			43
2212			46			44			0.95			77			43
2251			60			44			0.6			77			43
2277			62			44			0.58			77			43
2387			45			44			0.99			77			43
2754			66			44			0.49			77			43
2760			45			44			0.99			77			43
2954			22			8			0.3			77			9
2978			44			13			0.21			77			12
2985			47			44			0.91			77			43
3075			63			44			0.53			77			43
3175			45			44			0.99			77			43
3207			45			44			0.99			77			43
3284			45			44			0.99			77			43
3298			47			44			0.92			77			43
3348			81			44			0.36			77			43
3388			79			44			0.35			77			43
3419			67			44			0.5			77			43
3488			48			44			0.89			79			43
3614			77			44			0.36			79			43
3654			47			44			0.92			79			43
3715			53			44			0.73			79			43Nd			Dg			Cq			Cc			H1			Sn
19			4			4			0.5			0			3
1			6			4			0.33			0			3
1751			3			4			1.0			0			3
2408			5			4			0.4			0			3
3078			3			3			0.33			0			2
3609			4			4			0.67			0			3
3958			5			4			0.4			0			3
612			4			4			0.67			0			3
2			4			4			0.5			0			3
2405			1			2			1			0			1
3096			8			5			0.36			0			4
3696			4			4			0.67			0			3
222			6			6			0.73			0			5
3			5			6			1.0			0			5
743			21			6			0.13			0			5
1829			11			6			0.24			0			5
2036			22			6			0.13			0			5
2037			28			6			0.09			0			5
1742			4			5			1.0			0			4
4			4			5			1.0			0			4
3017			4			5			1.0			0			4
3928			4			5			1.0			0			4
4043			8			5			0.32			0			4
3230			4			3			0.17			0			2
5			1			2			1			0			1
98			48			44			0.88			0			43
6			49			44			0.83			0			43
118			55			44			0.7			0			43
190			17			8			0.43			0			9
251			56			44			0.65			0			43
351			47			44			0.92			0			43
437			65			44			0.54			0			43
471			45			44			0.99			0			43
530			49			44			0.86			0			43
674			54			44			0.7			0			43
675			6			4			0.33			0			5
738			45			43			0.92			0			42
740			43			44			1.0			0			43
1003			46			44			0.95			0			43
1065			68			44			0.47			0			43
1104			45			44			0.99			0			43
1267			56			44			0.68			0			43
1420			45			44			0.99			0			43
1554			68			44			0.49			0			43
1760			49			44			0.84			0			43
1784			45			44			0.99			0			43
1924			77			44			0.39			0			43
1943			48			44			0.88			0			43
1974			2			3			1.0			0			2
1995			57			44			0.66			0			43
2005			45			44			0.99			0			43
2212			46			44			0.95			0			43
2251			60			44			0.6			0			43
2277			62			44			0.58			0			43
2387			45			44			0.99			0			43
2754			66			44			0.49			0			43
2760			45			44			0.99			0			43
2954			22			8			0.3			0			9
2978			44			13			0.21			0			12
2985			47			44			0.91			0			43
3075			63			44			0.53			0			43
3175			45			44			0.99			0			43
3207			45			44			0.99			0			43
3284			45			44			0.99			0			43
3298			47			44			0.92			0			43
3348			81			44			0.36			0			43
3388			79			44			0.35			0			43
3419			67			44			0.5			0			43
3488			48			44			0.89			0			43
3614			77			44			0.36			0			43
3654			47			44			0.92			0			43
3715			53			44			0.73			0			43
3952			51			44			0.8			0			43
4012			56			44			0.68			0			43
4080			51			44			0.78			0			43
7			42			43			1.0			0			42
433			33			4			0.05			0			4
8			7			3			0.19			0			4
1063			11			5			0.25			0			4
1217			2			3			1.0			0			2
2044			11			3			0.05			0			3
2477			18			5			0.12			0			5
3799			4			4			0.67			0			4
4034			7			4			0.24			0			4
70			4			5			1.0			0			4
9			7			5			0.33			0			4
71			2			3			1.0			0			2
1801			8			5			0.43			0			4
3521			9			4			0.17			0			4
3719			4			5			1.0			0			4
3954			4			5			1.0			0			4
4081			8			4			0.18			0			4
775			4			3			0.17			0			2
10			2			3			1.0			0			2
2369			5			3			0.2			0			2
526			2			2			0			0			1
11			1			2			1			0			1
2681			6			4			0.27			0			3
12			1			2			1			0			1
1318			13			4			0.12			0			4
13			4			4			0.5			0			3
1413			7			4			0.29			0			3
1895			3			4			1.0			0			3
2710			14			4			0.11			0			4
1400			3			3			0.33			0			2
14			2			3			1.0			0			2
1822			13			4			0.18			0			4
865			10			5			0.18			0			4
15			2			3			1.0			0			2
3184			5			3			0.3			0			3
312			42			34			0.89			0			33
16			42			34			0.89			0			33
367			42			34			0.89			0			33
384			34			32			0.83			0			31
406			42			34			0.89			0			33
408			42			34			0.89			0			33
707			31			32			1.0			0			31
779			42			34			0.89			0			33
848			33			34			1.0			0			33
1025			42			34			0.89			0			33
1049			49			34			0.66			0			33
1170			42			34			0.89			0			33
1193			28			26			0.81			0			25
1227			42			34			0.89			0			33
1395			33			34			1.0			0			33
1486			31			32			1.0			0			31
1536			42			34			0.89			0			33
1560			41			34			0.9			0			33
1617			43			34			0.85			0			33
1946			42			34			0.89			0			33
1982			33			34			1.0			0			33
2234			31			32			1.0			0			31
2248			42			34			0.89			0			33
2281			42			34			0.89			0			33
2321			59			34			0.46			0			33
2322			33			34			1.0			0			33
2358			34			34			0.98			0			33
2430			41			34			0.9			0			33
2561			42			34			0.89			0			33
2777			42			34			0.89			0			33
2868			42			34			0.89			0			33
2907			36			32			0.75			0			31
2971			34			32			0.84			0			31
3028			31			32			1.0			0			31
3082			33			34			1.0			0			33
3124			42			34			0.89			0			33
3169			42			34			0.89			0			33
3288			37			34			0.84			0			33
3289			41			34			0.9			0			33
3379			31			32			1.0			0			31
3592			33			34			1.0			0			33
3790			34			34			0.98			0			33
3926			40			34			0.72			0			33
648			2			3			1.0			0			2
17			5			4			0.5			0			3
2554			3			4			1.0			0			3
2722			8			4			0.25			0			3
3245			10			4			0.22			0			3
3442			6			4			0.4			0			3
484			5			3			0.1			0			2
18			2			2			0			0			1
2365			1			2			1			0			1
340			10			5			0.29			0			5
20			4			4			0.5			0			3
531			1			2			1			0			1
2064			13			4			0.13			0			3
3982			8			4			0.29			0			3
920			12			5			0.2			0			4
21			1			2			1			0			1
127			6			4			0.33			0			3
22			8			4			0.29			0			3
796			6			4			0.27			0			3
1124			3			4			1.0			0			3
1526			4			4			0.5			0			3
2090			16			5			0.15			0			5
2324			2			3			1.0			0			2
2376			2			3			1.0			0			2
2613			12			5			0.32			0			5
23			1			2			1			0			1
1181			26			6			0.11			0			5
24			2			3			1.0			0			2
2173			10			4			0.18			0			5
498			17			7			0.21			0			6
25			4			4			0.5			0			3
1128			3			4			1.0			0			3
1307			3			3			0.33			0			3
2604			3			4			1.0			0			3
269			4			5			1.0			0			4
26			11			5			0.29			0			4
622			8			4			0.36			0			4
661			9			4			0.36			0			4
1034			12			5			0.21			0			4
1562			20			6			0.17			0			5
1917			5			5			0.7			0			4
1972			9			5			0.25			0			4
2221			30			5			0.08			0			5
2413			4			5			1.0			0			4
3171			5			5			0.7			0			4
4152			5			4			0.6			0			4
2698			4			5			1.0			0			4
27			6			5			0.4			0			4
2929			4			5			1.0			0			4
3074			6			5			0.47			0			4
3580			4			4			0.5			0			3
3835			7			5			0.29			0			4
3853			1			2			1			0			1
1344			8			5			0.36			0			4
28			4			5			1.0			0			4
2164			7			5			0.43			0			4
2693			4			5			1.0			0			4
2726			6			5			0.4			0			4
2366			4			3			0.33			0			2
29			2			3			1.0			0			2
1764			11			4			0.15			0			4
30			2			3			1.0			0			2
2650			5			4			0.4			0			4
594			10			3			0.07			0			4
31			2			3			1.0			0			2
2673			5			4			0.4			0			3
154			25			7			0.11			0			6
32			8			5			0.29			0			4
194			3			3			0.33			0			2
1555			9			5			0.33			0			4
1601			15			4			0.12			0			5
1980			4			5			1.0			0			4
2982			4			5			1.0			0			4
3300			2			3			1.0			0			2
3728			10			7			0.47			0			6
3126			16			6			0.28			0			5
33			3			4			1.0			0			3
3197			4			4			0.5			0			3
3771			26			6			0.14			0			5
845			5			3			0.1			0			3
34			1			2			1			0			1Nd			Dg			Cq			Cc			H1			Sn
19			4			4			0.5			3			3
1			6			4			0.33			4			3
1751			3			4			1.0			3			3
2408			5			4			0.4			3			3
3078			3			3			0.33			2			2
3609			4			4			0.67			3			3
3958			5			4			0.4			3			3
612			4			4			0.67			4			3
2			4			4			0.5			3			3
2405			1			2			1			1			1
3096			8			5			0.36			5			4
3696			4			4			0.67			4			3
222			6			6			0.73			5			5
3			5			6			1.0			5			5
743			21			6			0.13			9			5
1829			11			6			0.24			6			5
2036			22			6			0.13			11			5
2037			28			6			0.09			10			5
1742			4			5			1.0			4			4
4			4			5			1.0			4			4
3017			4			5			1.0			4			4
3928			4			5			1.0			4			4
4043			8			5			0.32			4			4
3230			4			3			0.17			2			2
5			1			2			1			1			1
98			48			44			0.88			43			43
6			49			44			0.83			44			43
118			55			44			0.7			44			43
190			17			8			0.43			12			9
251			56			44			0.65			43			43
351			47			44			0.92			43			43
437			65			44			0.54			44			43
471			45			44			0.99			43			43
530			49			44			0.86			43			43
674			54			44			0.7			43			43
675			6			4			0.33			6			5
738			45			43			0.92			42			42
740			43			44			1.0			43			43
1003			46			44			0.95			43			43
1065			68			44			0.47			43			43
1104			45			44			0.99			43			43
1267			56			44			0.68			44			43
1420			45			44			0.99			43			43
1554			68			44			0.49			44			43
1760			49			44			0.84			43			43
1784			45			44			0.99			43			43
1924			77			44			0.39			44			43
1943			48			44			0.88			43			43
1974			2			3			1.0			2			2
