Nd			Dg			Cq			Cc			H1			Sn
119840			18			3			0.03			802			18
120513			13			4			0.06			802			13
120516			12			4			0.06			802			12
121028			8			5			0.43			802			7
121032			8			3			0.04			802			8
121035			8			3			0.04			802			8
121036			7			3			0.05			802			7
121040			13			3			0.04			802			13
121045			8			3			0.04			802			8
121046			6			3			0.07			802			6
122230			3			3			0.33			802			3
122603			3			3			0.33			802			3
123902			5			3			0.3			802			5
125144			8			4			0.39			802			6
128462			10			3			0.04			802			8
131301			3			3			0.33			802			3
134742			8			3			0.04			802			8
135540			6			4			0.27			802			6
135993			4			4			0.67			802			4
136377			5			2			0			802			5
144357			3			3			0.33			802			3
154566			7			4			0.33			802			6
167572			5			4			0.6			802			5
171982			4			4			0.67			802			4
185064			3			2			0			802			3
37			542			3			0.0			802			32
103			696			4			0.0			802			32
577			335			4			0.0			802			32
868			742			4			0.0			802			32
1306			802			5			0.0			802			32
1423			503			7			0.01			802			32
1481			499			7			0.01			802			32
1598			535			5			0.0			802			32
2190			490			5			0.0			802			32
2233			293			3			0.0			802			32
2671			411			5			0.01			802			32
3027			584			4			0.0			802			32
3663			453			4			0.0			802			32
4280			413			3			0.0			802			32
4339			329			7			0.02			802			32
4794			107			6			0.03			802			32
5624			523			4			0.0			802			32
5937			388			4			0.0			802			32
6697			304			4			0.0			802			32
8680			337			10			0.02			802			32
10801			733			4			0.0			802			32
11061			710			5			0.0			802			32
12809			632			5			0.0			802			32
13098			365			4			0.0			802			32
14667			568			5			0.01			802			32
17888			102			3			0.0			802			32
20075			276			3			0.0			802			32
26200			508			4			0.0			802			32
26603			10			2			0			802			8
30188			517			4			0.0			802			32
33597			111			5			0.03			802			32
115714			1			2			1			802			1
115715			2			3			1.0			802			2
8			34			4			0.05			802			10
9			9			3			0.11			802			6
3658			72			6			0.04			802			15
5077			155			7			0.03			802			19
5110			69			3			0.02			802			16
5323			8			3			0.11			802			6
5324			30			3			0.05			802			6
5757			79			15			0.19			802			24
7166			19			4			0.15			802			12
10673			42			3			0.02			802			13
13013			86			6			0.07			802			23
16809			14			3			0.05			802			7
17515			14			4			0.12			802			8
17519			16			3			0.08			802			6
26150			23			3			0.06			802			6
28354			22			3			0.05			802			16
34844			32			4			0.06			802			18
36947			15			3			0.1			802			6
40574			17			3			0.03			802			5
40700			41			4			0.01			802			9
49247			4			4			0.67			802			4
51854			5			2			0			802			5
62290			30			5			0.09			802			18
63242			22			4			0.04			802			5
71012			15			4			0.13			802			6
71809			8			3			0.32			802			5
82652			18			3			0.03			802			5
82654			18			3			0.04			802			5
82665			3			2			0			802			3
82747			13			4			0.12			802			7
101227			11			3			0.09			802			6
105501			9			3			0.08			802			7
114973			5			3			0.3			802			5
122390			3			3			0.33			802			3
157316			5			4			0.5			802			4
1508			40			3			0.01			802			13
5111			56			4			0.02			802			14
41713			11			4			0.09			802			6
84576			11			3			0.15			802			6
166876			1			2			1			802			1
169544			2			2			0			802			1
10			24			4			0.12			802			9
11			3			4			1.0			802			3
168			3			3			0.33			802			2
194			3			4			1.0			802			3
195			3			3			0.33			802			2
222			17			3			0.05			802			5
225			10			3			0.11			802			5
5408			6			3			0.33			802			5
5610			49			5			0.05			802			13
9139			50			4			0.03			802			13
10532			58			4			0.03			802			13
22014			4			3			0.5			802			4
26262			22			4			0.08			802			9
34622			8			3			0.18			802			5
38212			58			4			0.04			802			13
45482			16			3			0.03			802			9
49460			9			3			0.06			802			7
49461			23			4			0.13			802			8
61960			23			4			0.11			802			9
68728			21			4			0.09			802			9
69249			6			3			0.33			802			5
78663			6			3			0.33			802			5
91513			20			3			0.05			802			9
102193			3			3			0.67			802			3
109157			5			4			0.5			802			3
97761			2			2			0			802			2
134770			5			3			0.4			802			4
157886			1			2			1			802			1
157887			2			3			1.0			802			2
13			24			3			0.03			802			4
14			2			2			0			802			2
2654			34			3			0.03			802			6
5805			60			4			0.03			802			12
18903			7			3			0.29			802			3
30348			44			3			0.03			802			6
58534			7			4			0.29			802			5
69497			3			3			0.67			802			3
70041			3			2			0			802			2
70042			2			2			0			802			2
97231			2			2			0			802			2
97241			3			3			0.67			802			3
97311			3			3			0.67			802			3
110581			2			2			0			802			2
110587			2			2			0			802			2
110594			3			2			0			802			2
110646			2			2			0			802			2
138272			2			2			0			802			2
138273			2			2			0			802			2
138305			2			2			0			802			2
176596			4			3			0.17			802			3
180447			2			2			0			802			2
180448			2			2			0			802			2
180450			2			2			0			802			2
180451			2			2			0			802			2
70031			26			4			0.02			802			5
15			22			4			0.13			802			7
16			4			3			0.5			802			4
209			40			5			0.06			802			9
15596			32			5			0.06			802			9
17852			4			2			0			802			3
17871			10			3			0.18			802			4
17874			5			3			0.4			802			5
23514			5			3			0.4			802			5
24976			12			3			0.09			802			6
30432			13			5			0.26			802			10
34206			8			4			0.21			802			6
38533			25			4			0.17			802			8
38821			10			4			0.29			802			7
41763			6			3			0.27			802			5
41835			11			3			0.05			802			5
51399			13			4			0.28			802			9
72306			4			2			0			802			3
106553			9			4			0.22			802			6
111145			5			3			0.4			802			4
126558			10			4			0.33			802			8
157361			2			3			1.0			802			2
157362			2			3			1.0			802			2
157367			2			3			1.0			802			2
41762			12			3			0.11			802			5
41834			12			3			0.11			802			5
17			3			3			0.33			802			2
18			6			3			0.07			802			3
19			2			3			1.0			802			2
5894			7			3			0.14			802			3
57356			9			3			0.06			802			4
132778			4			3			0.17			802			3
133980			4			2			0			802			3
147168			5			2			0			802			3
20			14			3			0.1			802			5
21			45			5			0.07			802			18
9273			7			3			0.05			802			5
24210			22			5			0.17			802			14
35477			7			3			0.19			802			4
47011			15			4			0.14			802			10
47908			9			3			0.11			802			5
52851			27			4			0.1			802			7
60857			2			2			0			802			2
67620			8			3			0.11			802			4
72811			7			3			0.19			802			5
133611			5			3			0.2			802			4
133613			7			3			0.24			802			4
133614			5			3			0.3			802			4
154602			7			3			0.1			802			4
1363			10			3			0.07			802			8
4192			109			6			0.07			802			28
4584			67			5			0.06			802			23
4608			126			9			0.05			802			27
4675			52			5			0.06			802			8
5136			67			5			0.05			802			22
5400			137			7			0.06			802			26
6143			108			9			0.05			802			26
8476			49			5			0.08			802			19
9274			18			5			0.08			802			8
9285			9			3			0.11			802			5
10855			147			7			0.04			802			28
12124			31			4			0.09			802			15
12990			41			5			0.1			802			18
13124			38			5			0.06			802			17
14129			81			5			0.06			802			25
18392			81			6			0.08			802			21
20160			39			4			0.04			802			12
20399			57			6			0.05			802			17
24916			23			3			0.08			802			7
25436			27			5			0.08			802			16
28516			38			6			0.1			802			18
28858			92			5			0.04			802			23
31655			64			6			0.05			802			23
34448			43			5			0.07			802			19
34538			23			4			0.13			802			16
35814			8			3			0.21			802			7
39534			12			3			0.08			802			5
44602			34			6			0.09			802			17
45059			18			4			0.14			802			10
46606			22			5			0.15			802			16
48901			10			3			0.16			802			8
51061			21			4			0.07			802			7
56198			18			3			0.07			802			8
63840			8			6			0.68			802			8
81263			9			3			0.11			802			7
96957			14			3			0.05			802			7
100532			17			3			0.03			802			7
139264			8			3			0.14			802			5
22			213			17			0.1			802			28
23			10			7			0.42			802			9
147			48			8			0.08			802			18
197			17			5			0.17			802			9
672			203			6			0.01			802			22
1127			283			17			0.07			802			28
1159			221			17			0.1			802			28
1160			15			9			0.57			802			13
1216			219			17			0.11			802			28
1217			10			7			0.51			802			9
1233			75			15			0.19			802			26
1346			78			5			0.04			802			19
1493			167			17			0.14			802			28
1551			43			9			0.15			802			11
2000			165			17			0.1			802			28
2076			51			4			0.03			802			19
2458			54			13			0.21			802			23
2876			62			6			0.07			802			19
2883			92			16			0.12			802			28
3140			38			11			0.21			802			19
3157			151			17			0.15			802			28
3158			24			11			0.49			802			19
3323			211			17			0.07			802			28
3349			132			8			0.04			802			19
3388			118			17			0.17			802			28
3448			123			8			0.04			802			19
3535			278			17			0.07			802			28
3616			26			9			0.26			802			13
3626			14			7			0.41			802			8
3665			33			8			0.15			802			16
3918			70			17			0.23			802			28
3951			47			15			0.27			802			26
3986			38			6			0.09			802			16
4024			17			6			0.31			802			9
4564			43			13			0.32			802			25
4718			23			10			0.42			802			17
4759			82			15			0.18			802			28
4762			41			13			0.32			802			24
4806			59			12			0.12			802			22
4992			24			4			0.1			802			16
5204			227			17			0.1			802			28
5205			89			16			0.14			802			28
5356			8			7			0.57			802			6
5369			21			9			0.21			802			9
5463			177			17			0.11			802			28
5670			23			10			0.34			802			18
5718			129			17			0.17			802			28
5771			87			7			0.06			802			19
6069			14			5			0.24			802			7
6077			58			14			0.21			802			26
6211			50			13			0.23			802			22
6703			15			6			0.22			802			9
6868			25			10			0.22			802			12
6902			12			7			0.33			802			7
6919			54			15			0.32			802			26
7005			86			6			0.04			802			17
7094			161			17			0.12			802			28
7113			26			7			0.21			802			14
7251			129			17			0.14			802			28
7259			27			10			0.31			802			18
7263			82			14			0.11			802			26
7420			70			13			0.17			802			28
7710			106			16			0.17			802			28
7953			105			17			0.24			802			28
7984			22			10			0.53			802			19
8412			7			6			0.86			802			7
8424			15			7			0.51			802			13
8471			63			14			0.24			802			26
8472			98			14			0.18			802			28
8479			28			10			0.21			802			18
8480			28			11			0.32			802			21
8487			75			16			0.17			802			28
8489			77			16			0.15			802			28
8623			23			6			0.3			802			15
8706			125			17			0.16			802			28
8750			52			15			0.28			802			28
8913			25			10			0.39			802			17
8914			23			10			0.42			802			17
9092			47			11			0.16			802			17
9120			38			13			0.36			802			26
9579			161			8			0.05			802			19
9609			33			8			0.2			802			17
9677			29			4			0.03			802			14
9860			65			17			0.23			802			28
10650			114			17			0.19			802			28
10660			44			13			0.29			802			26
10701			41			13			0.36			802			26
10956			80			14			0.22			802			28
10995			39			9			0.17			802			17
11090			63			14			0.2			802			26
11354			82			14			0.14			802			27
11356			66			13			0.17			802			27
11365			50			15			0.34			802			28
11707			54			5			0.06			802			19
11898			117			16			0.15			802			28
11913			40			13			0.36			802			26
11967			83			14			0.22			802			28
12123			20			6			0.19			802			8
12662			18			4			0.12			802			17
12943			32			12			0.38			802			22
12987			32			11			0.17			802			14
13255			58			13			0.25			802			26
13829			62			16			0.19			802			28
13876			40			6			0.11			802			17
13917			56			13			0.21			802			26
14043			15			4			0.14			802			10
14049			18			5			0.1			802			10
14109			29			11			0.31			802			17
14194			20			11			0.51			802			15
14465			72			16			0.17			802			28
14498			45			8			0.14			802			18
15007			97			17			0.26			802			28
15293			39			13			0.24			802			19
15329			53			16			0.32			802			27
15541			31			12			0.4			802			22
15805			66			14			0.18			802			28
15872			55			5			0.06			802			19
15926			83			15			0.14			802			28
16009			41			7			0.11			802			18
16253			26			10			0.35			802			12
16254			27			10			0.24			802			10
17750			50			9			0.13			802			17
17857			90			14			0.29			802			28
18164			33			11			0.3			802			20
18423			52			13			0.24			802			24
18761			22			5			0.14			802			7
18834			40			10			0.18			802			15
19672			86			7			0.06			802			19
19768			25			8			0.19			802			17
20943			12			7			0.32			802			8
21028			20			10			0.53			802			16
21226			34			10			0.22			802			16
21447			11			5			0.31			802			10
21865			17			10			0.62			802			15
22709			22			12			0.48			802			14
22766			48			16			0.4			802			28
23072			19			6			0.27			802			9
23649			56			13			0.17			802			23
24167			13			6			0.55			802			12
24488			35			8			0.17			802			12
24657			12			10			0.89			802			12
25426			24			11			0.32			802			14
26339			35			13			0.44			802			23
27149			46			7			0.09			802			20
27430			39			14			0.42			802			26
27575			30			11			0.29			802			14
27578			24			9			0.27			802			11
27816			39			10			0.1			802			12
29075			5			3			0.1			802			4
30687			70			10			0.07			802			22
30797			9			3			0.14			802			6
31240			17			5			0.18			802			8
31900			20			10			0.62			802			18
32862			8			4			0.29			802			6
33693			28			14			0.58			802			22
33830			31			7			0.21			802			15
34552			42			14			0.41			802			26
35120			33			5			0.13			802			9
36167			20			8			0.32			802			14
36806			27			11			0.28			802			14
37702			19			10			0.54			802			16
37920			94			16			0.2			802			28
39907			32			10			0.23			802			19
41427			33			7			0.14			802			9
42803			39			5			0.04			802			14
43296			49			6			0.12			802			15
44616			32			10			0.18			802			12
46496			44			16			0.4			802			28
47550			5			5			0.7			802			5
48010			4			3			0.17			802			4
48891			8			5			0.32			802			7
49761			4			3			0.17			802			4
50889			32			5			0.06			802			14
51849			22			6			0.23			802			9
53437			26			12			0.5			802			20
53450			25			7			0.15			802			16
54231			17			8			0.29			802			9
54232			19			9			0.37			802			10
55381			23			6			0.11			802			6
55396			18			6			0.2			802			13
55601			22			6			0.18			802			8
